-1.089685371000000025e+01,-3.705353245999999956e+01
-1.089685369000000037e+01,-3.705353241000000253e+01
-1.089685367999999954e+01,-3.705353232000000219e+01
-1.089685363000000073e+01,-3.705353230000000053e+01
-1.089682056999999915e+01,-3.705352788999999802e+01
-1.089678825000000018e+01,-3.705358354999999904e+01
-1.089684644999999996e+01,-3.705360929999999797e+01
-1.089690247000000056e+01,-3.705355595999999707e+01
-1.089687246000000087e+01,-3.705357108999999838e+01
-1.089686193000000003e+01,-3.705356804000000182e+01
-1.089670708000000054e+01,-3.705357138000000106e+01
