-1.098628342590389551e+01,-3.707154531143824272e+01
-1.098610823573653228e+01,-3.707136150564203092e+01
-1.098587259887358591e+01,-3.707085839751448475e+01
-1.098565107682731323e+01,-3.707030309449277183e+01
-1.098542669355374102e+01,-3.706998976923924971e+01
-1.098531002317726113e+01,-3.706986053074391663e+01
-1.098556375558073483e+01,-3.707028866216676022e+01
-1.098573921531896680e+01,-3.707101856604649726e+01
-1.098599206940533080e+01,-3.707200960963334779e+01
-1.098614590819382997e+01,-3.707241748975666695e+01
-1.098644275636043943e+01,-3.707318548078507803e+01
-1.098647203419039187e+01,-3.707347825973089783e+01
-1.098653675648850481e+01,-3.707347476571244016e+01
-1.098649947340685351e+01,-3.707343379786102133e+01
-1.098643109990145383e+01,-3.707335072781265950e+01
-1.098644121580674238e+01,-3.707322616701413409e+01
-1.098644379967466911e+01,-3.707326588678024137e+01
-1.098649412937149528e+01,-3.707326245700362222e+01
-1.098648978713604762e+01,-3.707321456146078020e+01
-1.098647248228303397e+01,-3.707338713634739946e+01
-1.098647318500674608e+01,-3.707368103670631143e+01
-1.098646371091680507e+01,-3.707365546397031153e+01
-1.098650371334836784e+01,-3.707368250521751207e+01
-1.098642428209199728e+01,-3.707368714522843334e+01
-1.098631139557031844e+01,-3.707355644013082241e+01
-1.098643676718095463e+01,-3.707369236494614739e+01
-1.098639211198825372e+01,-3.707381533917853744e+01
-1.098623048162238547e+01,-3.707378726967207427e+01
-1.098617607901642934e+01,-3.707378574011033123e+01
-1.098618195306091039e+01,-3.707379102380525637e+01
-1.098603849947334687e+01,-3.707379954192639815e+01
-1.098610502076975948e+01,-3.707390655741347985e+01
-1.098594230958125983e+01,-3.707404730795369829e+01
-1.098610988335000371e+01,-3.707424077637151072e+01
-1.098617019672554562e+01,-3.707433494188566669e+01
-1.098613801704281911e+01,-3.707433014127006032e+01
-1.098629825550079353e+01,-3.707459349594613229e+01
-1.098632303554652978e+01,-3.707435061217713468e+01
-1.098606773360373801e+01,-3.707382542777953915e+01
-1.098570408579066893e+01,-3.707312365394910358e+01
-1.098544624776473988e+01,-3.707237750112854258e+01
-1.098529757859050271e+01,-3.707148965251704453e+01
-1.098512008482057567e+01,-3.707073369753420877e+01
-1.098493175549582546e+01,-3.706982268748424048e+01
-1.098480462543139247e+01,-3.706918797203518778e+01
-1.098453570955124370e+01,-3.706843858811676995e+01
-1.098446043681249229e+01,-3.706773135532666430e+01
-1.098443580819394327e+01,-3.706684003252415494e+01
-1.098439457302443856e+01,-3.706607846207543844e+01
-1.098437893842284829e+01,-3.706507300812525330e+01
-1.098430656994836596e+01,-3.706412952465816346e+01
-1.098423093221222402e+01,-3.706351875430719645e+01
-1.098435264611211437e+01,-3.706291671730457438e+01
-1.098424495005824753e+01,-3.706226597394532973e+01
-1.098419133392511249e+01,-3.706146594632017610e+01
-1.098435131677426035e+01,-3.706085033434840170e+01
-1.098439776099549547e+01,-3.706061987457015050e+01
-1.098454293972089424e+01,-3.706057593092466362e+01
-1.098463294374404775e+01,-3.706020139411283054e+01
-1.098458021948010099e+01,-3.705989090833808319e+01
-1.098475510585800485e+01,-3.705952801713805655e+01
-1.098477237882324076e+01,-3.705949250865367617e+01
-1.098483870100909776e+01,-3.705946824368253800e+01
-1.098493740264873431e+01,-3.705916937117221721e+01
-1.098479059219717335e+01,-3.705878146106679338e+01
-1.098448674722799545e+01,-3.705818394285385153e+01
-1.098422680719422040e+01,-3.705778376253189776e+01
-1.098412716632507191e+01,-3.705754788529056043e+01
-1.098393546870305748e+01,-3.705735608299899297e+01
-1.098389601528351456e+01,-3.705735166814179848e+01
-1.098377120181335442e+01,-3.705682327982070490e+01
-1.098351097820937383e+01,-3.705620571577936317e+01
-1.098314823892525460e+01,-3.705558004200180022e+01
-1.098293271223746004e+01,-3.705524523141507132e+01
-1.098255841560199819e+01,-3.705517814352210593e+01
-1.098231894805709707e+01,-3.705523295922933613e+01
-1.098201668929738695e+01,-3.705517814356500139e+01
-1.098192658830313384e+01,-3.705515393867693064e+01
-1.098204082770033985e+01,-3.705518508058054294e+01
-1.098158928863986361e+01,-3.705515399614017014e+01
-1.098138997707056319e+01,-3.705514826593903166e+01
-1.098167132435790805e+01,-3.705472752692627125e+01
-1.098174042729309186e+01,-3.705443727914376240e+01
-1.098197358777341037e+01,-3.705458055578908017e+01
-1.098180492458228485e+01,-3.705452643316284878e+01
-1.098175881550623600e+01,-3.705457785207484278e+01
-1.098168494919407934e+01,-3.705467632680322509e+01
-1.098164606719809377e+01,-3.705475482638059503e+01
-1.098152195365662642e+01,-3.705469410635677718e+01
-1.098166364830715658e+01,-3.705495217742663527e+01
-1.098168044824346268e+01,-3.705496384215361871e+01
-1.098177569415834576e+01,-3.705474582510689174e+01
-1.098162014847006240e+01,-3.705466452976867231e+01
-1.098110665399060792e+01,-3.705469769029080851e+01
-1.098058495476076324e+01,-3.705461325991924326e+01
-1.097980030596341194e+01,-3.705433158854697950e+01
-1.097917053591975467e+01,-3.705441732298518787e+01
-1.097850101863823724e+01,-3.705450632657517929e+01
-1.097781119137446026e+01,-3.705470576474553468e+01
-1.097691654786091142e+01,-3.705503935403778115e+01
-1.097620686601644024e+01,-3.705513702990755576e+01
-1.097539976287559327e+01,-3.705519124565722677e+01
-1.097462372010742193e+01,-3.705528235725000741e+01
-1.097385908601453330e+01,-3.705539223920224856e+01
-1.097290394480971720e+01,-3.705528730498018319e+01
-1.097215579245734141e+01,-3.705518820859872164e+01
-1.097132815534593320e+01,-3.705512473936990148e+01
-1.097055659722901666e+01,-3.705509801432679495e+01
-1.096971245346793999e+01,-3.705516794328445940e+01
-1.096912305477744631e+01,-3.705528313591236866e+01
-1.096894321967823771e+01,-3.705530428054499481e+01
-1.096914144084117559e+01,-3.705524377816068693e+01
-1.096933545796115261e+01,-3.705513651998124658e+01
-1.096921838517275738e+01,-3.705505716465546584e+01
-1.096913900132436659e+01,-3.705511563150786714e+01
-1.096900587985675557e+01,-3.705507462143499708e+01
-1.096852507677564859e+01,-3.705490759840140669e+01
-1.096769522274053621e+01,-3.705492536221670719e+01
-1.096717009057768344e+01,-3.705469408988373914e+01
-1.096650584793313854e+01,-3.705456504125429973e+01
-1.096565885683692620e+01,-3.705455732315937922e+01
-1.096497951880876442e+01,-3.705447053512362743e+01
-1.096411375788362186e+01,-3.705447011259210655e+01
-1.096340712799496409e+01,-3.705466111151932296e+01
-1.096251860881707252e+01,-3.705503743558557517e+01
-1.096180951135386650e+01,-3.705538033142934040e+01
-1.096086475019156126e+01,-3.705560818758431196e+01
-1.096010444399009209e+01,-3.705597825318715621e+01
-1.095905462480478398e+01,-3.705620786260563904e+01
-1.095813440154605090e+01,-3.705626147987099728e+01
-1.095746378812829747e+01,-3.705605723246637950e+01
-1.095693486289046881e+01,-3.705602532630319246e+01
-1.095639562333973416e+01,-3.705584686055533439e+01
-1.095565190814967416e+01,-3.705564618961971490e+01
-1.095470074712656761e+01,-3.705516746956919150e+01
-1.095373066736849665e+01,-3.705485585991416997e+01
-1.095306522826099993e+01,-3.705472935090732278e+01
-1.095214483483023216e+01,-3.705437902368828418e+01
-1.095146406394843552e+01,-3.705412012275269262e+01
-1.095062618134279298e+01,-3.705398220159318612e+01
-1.094983767435126332e+01,-3.705383988090994762e+01
-1.094921590323125216e+01,-3.705347273741095648e+01
-1.094838783657252890e+01,-3.705337678913135591e+01
-1.094759826219607746e+01,-3.705330262817814457e+01
-1.094680790783488966e+01,-3.705318316356618880e+01
-1.094590053237054939e+01,-3.705300575858311163e+01
-1.094490621232711902e+01,-3.705282665082251015e+01
-1.094393096477726957e+01,-3.705289227913812766e+01
-1.094339069641256401e+01,-3.705285070882913345e+01
-1.094263339977872818e+01,-3.705295631253557787e+01
-1.094194300952014487e+01,-3.705299694163404212e+01
-1.094119063306326822e+01,-3.705292966298551249e+01
-1.094040175677416293e+01,-3.705283314064945444e+01
-1.094002162160528258e+01,-3.705285603294524321e+01
-1.094008948804810188e+01,-3.705269622442762056e+01
-1.094024821311577433e+01,-3.705255396825607761e+01
-1.094034813032959974e+01,-3.705254487200630820e+01
-1.094042300748831664e+01,-3.705244072186483351e+01
-1.094047673281494681e+01,-3.705253453148476694e+01
-1.094036392957790405e+01,-3.705253957170354795e+01
-1.094028619495202470e+01,-3.705232048054794092e+01
-1.094029619430483535e+01,-3.705231991743094966e+01
